po_id,do_id,sku_id,line_item_status,order_status,product_family,product_division,display_name,product_type,index,id,score
SA057399600,7325972954,RF29BB8600QLAA,Delivered,Delivered,refrigerators,home-appliances,Bespoke 29 cu. ft. 4-Door French Door Smart Refrigerator with Beverage Center™ in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202511,ce604e4d-2abc-4989-8f01-ce0507280c1f,1.0
SA060422103,7325573626,DW80CG5450SRAA,Delivered,Delivered,dishwashers,home-appliances,AutoRelease Smart 46dBA Dishwasher with StormWash™ in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202511,9c1aa03f-3883-4575-9e0c-b3777696c8ed,1.0
SA138620363,7322177533,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202511,bcfb2776-2747-4a89-a805-b6c65803a9a2,1.0
SA006060200,7325573667,WD90F53AVBUS,Delivered,Delivered,all-in-one-washer-dryer-combo,home-appliances,5.3 cu. ft.  Bespoke AI Laundry Vented Combo™ All-in-One Ultra Capacity Washer and Electric Dryer with AI Home in Brushed Black,Physical,usa-order-line-item-feed-v5.0.0-202511,ed9931b1-7ddf-4e12-ab48-3dfa4a75f83b,1.0
SA162753863,7326911545,HA-INST-WAS00,Shipped,PartiallyDelivered,washers,home-appliances,Install Washer,Installation,usa-order-line-item-feed-v5.0.0-202511,e00653d2-8e95-4bff-ad9b-84dd2422ffa1,1.0
SA532319703,7325251193,QN65LS03FWFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class The Frame Pro LS03FW Neo QLED 4K Art Mode Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202511,6967f6dc-ef82-42ae-b751-3964ef29e1aa,1.0
SA151954751,7325573613,ME21DG6500SRAA,Delivered,Delivered,microwaves,home-appliances,Bespoke 2.1 cu. ft. Over-the-Range Microwave with Edge to Edge Glass Display in Fingerprint Resistant Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202511,18022373-5717-4312-97ac-ac4e65dcd6d7,1.0
SA151954751,7325573613,NSG6DG8550SRAA,Delivered,Delivered,ranges,home-appliances,Bespoke Smart Slide-In Gas Range 6.0 cu. ft. with Flex Duo™ & Illuminated Precision Knobs in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202511,44ec7293-69ff-4bdf-9eac-2f039e23c89f,1.0
SA038688321,7325573631,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202511,9442abc0-d067-469e-8b1a-3435bc66de4e,1.0
SA535356296,7322741817,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,c582d282-c5ed-4e89-afcf-37a1b34ecfc0,1.0
SA102458740,7324917628,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,5f24910a-50b0-4c76-871e-54a49199e5e7,1.0
SA101604556,7323860229,DW50T6060US/AA,Delivered,Delivered,dishwashers,home-appliances,Whisper Quiet 46 dBA Dishwasher in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202512,44496c4e-73da-4673-9871-3241716f96e7,1.0
SA101604556,7323860229,HA-HAUL-AWY,Delivered,Delivered,refrigerators,home-appliances,Haul away Old Appliance,Installation,usa-order-line-item-feed-v5.0.0-202512,452e74d8-e5cc-4e14-ae38-a1ce580b7cbb,1.0
SA535926363,7322968001,QN75LS03FWFXZA,Delivered,Delivered,tvs,televisions-home-theater,"75"" Class The Frame Pro LS03FW Neo QLED 4K Art Mode Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,b7bafe04-fd7e-4409-b9f3-b22b53200fd6,1.0
SA561895103,7322801240,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,f894d833-68ea-4ec3-a351-cdba9b70a1a5,1.0
SA001615543,7324291965,RECYCLE-HAUL-AWY-TV,Delivered,Delivered,refrigerators,home-appliances,Haul away and Recycle,Installation,usa-order-line-item-feed-v5.0.0-202512,1f595d1d-74fe-4725-8be5-76d412d064aa,1.0
SA531663556,7326104124,HA-INST-BESPOKE00,Delivered,Delivered,refrigerators,home-appliances,Install Bespoke Refrigerator,Installation,usa-order-line-item-feed-v5.0.0-202512,aedd691b-6194-443d-b094-fc4dff594f9d,1.0
SA006447111,7325189468,QN65QN1EFAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class Neo QLED 4K QN1EF Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,698c925a-c106-437d-bc4a-1b33a9a7ea29,1.0
SA105166013,7325948775,QN65LS03FWFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class The Frame Pro LS03FW Neo QLED 4K Art Mode Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,8fb73a41-2d08-4496-b05e-59bfb4f585aa,1.0
SA162803016,7325741006,L-INST/A1-EQ55,Delivered,Delivered,television-home-theater-accessories,televisions-home-theater,Professional TV mounting,Installation,usa-order-line-item-feed-v5.0.0-202512,3e3a6eac-e33e-4d2e-bfe4-7030ad5f3bef,1.0
SA538984116,7325956664,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,4cc75a7b-f5d0-4fdd-8e9b-23c6a3c46dfe,1.0
SA538984116,7325956664,RF90F29AECRAA,Delivered,Delivered,refrigerators,home-appliances,Bespoke 29 cu. ft. 4-Door French Door Refrigerator with AI Family Hub™+ & AI Vision Inside™ in Charcoal Glass and Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202512,a6d351b4-e4e8-4efc-9127-01eada63d828,1.0
SA503570851,7325573608,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,7bfa92e9-29c3-4213-97e1-c4722ee1ffdb,1.0
SA107106706,7325425889,HA-HAUL-AWY,Shipped,PartiallyDelivered,refrigerators,home-appliances,Haul away Old Appliance,Installation,usa-order-line-item-feed-v5.0.0-202512,86770d80-d609-4463-b644-eb5231bfc32b,1.0
SA336395066,7324825097,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,6f691cf8-da01-4229-ba63-eb7d171d42d2,1.0
SA139468281,7324723122,QN65S95FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class OLED S95F 4K Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,e8f1b1ca-1d1f-4e18-b25d-841fae0cb45e,1.0
SA153609181,7324377336,HA-HAUL-AWY,Delivered,Delivered,refrigerators,home-appliances,Haul away Old Appliance,Installation,usa-order-line-item-feed-v5.0.0-202512,2f141bb9-59f4-4d1a-b0b7-cce5e680144a,1.0
SA153609181,7324377336,HA-INST-RNG0G,Delivered,Delivered,ranges,home-appliances,Install Appliance - Gas,Installation,usa-order-line-item-feed-v5.0.0-202512,ee6bc7df-e8f8-437d-922b-bb3dbbaf57bd,1.0
SA104870651,7325701716,QN65S95FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class OLED S95F 4K Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,220bb819-a118-42e4-8f11-9449e17db611,1.0
SA104870651,7325701716,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,92f599f5-3a0b-4267-9f70-e140a2c82fef,1.0
SA159795413,7325769271,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,fdb2d4c1-aa65-4891-8be7-3ef58f547629,1.0
SA161265016,7325189904,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,47ff8a19-58f3-43d7-bb02-0db4c5f6c51b,1.0
SA568475416,7325953605,WE702NB/US,Delivered,Delivered,home-appliances-accessories,home-appliances,Bespoke AI Laundry Combo™ Pedestal with Storage Drawer in Brushed Black,Physical,usa-order-line-item-feed-v5.0.0-202512,d09720e4-b795-455e-984e-797855b04780,1.0
SA556542753,7325701723,QN75QN1EFAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"75"" Class Neo QLED 4K QN1EF Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,17cf4a25-495c-4fad-9ca1-d524091b7811,1.0
SA168178656,7325665946,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,010d0997-5eb7-48b9-aa30-3688dbae4808,1.0
SA138961671,7324474867,LS49CG954ENXZA,Shipped,PartiallyDelivered,monitors,computing,"49"" Odyssey G9 G95C DQHD 240Hz 1ms(GtG) Display HDR 1000 Curved Gaming Monitor",Physical,usa-order-line-item-feed-v5.0.0-202512,1d6fe403-eb5f-464e-9cfe-faea363f5793,1.0
SA308102863,7325340760,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,f2a24174-fd44-4593-840b-05dacb4ef085,1.0
SA055420516,7325107816,HA-HAUL-AWY,Delivered,Delivered,refrigerators,home-appliances,Haul away Old Appliance,Installation,usa-order-line-item-feed-v5.0.0-202512,988d96bc-6fc8-499b-9ca6-8c6ba847dd93,1.0
SA006860303,7325864602,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,20a0e37b-2317-48fa-8882-5e9065875585,1.0
SA509187366,7325701731,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,d80668dd-72d3-4640-bd66-82f70c2a74a5,1.0
SA000903721,7325769275,QN55QEF1AFXZA,Delivered,Delivered,tvs,televisions-home-theater,"55"" Class QLED QEF1 4K Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,918e7327-c759-4fd1-8723-733900ad26fc,1.0
SA338164028,7325129277,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,30aeb9fd-ff67-4fba-a4e8-ca5629dd15db,1.0
SA039985036,7325189925,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,f63f95fb-7c64-4c7c-913a-2b18a03cbd26,1.0
SA358488715,7325653327,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,f2a991ab-89f2-44e4-b29c-5a59f3626bf2,1.0
SA062597466,7325114538,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,6abb5974-185c-4368-a90c-9e781712f895,1.0
SA054067321,7325189991,ME21DG6500SRAA,Delivered,Delivered,microwaves,home-appliances,Bespoke 2.1 cu. ft. Over-the-Range Microwave with Edge to Edge Glass Display in Fingerprint Resistant Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202512,b6d711ce-55c1-4f98-b58c-018a00bfee4e,1.0
SA050658600,7325748872,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,299408bc-1a01-4e0d-bf3e-30eb441e18d2,1.0
SA334824801,7325769741,QN75QN90FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"75"" Class Neo QLED 4K QN90F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,e6ee96c1-92b8-455b-abb5-65964064117e,1.0
SA557310506,7325015242,HA-INST-WAS00,Delivered,Delivered,washers,home-appliances,Install Washer,Installation,usa-order-line-item-feed-v5.0.0-202512,e9ccf10a-f214-4dc2-baaa-c7944b5abe03,1.0
SA557310506,7325015242,WW25B6900AW/A2,Delivered,Delivered,washers,home-appliances,2.5 cu. ft. Compact Front Load Washer with AI Smart Dial and Super Speed Wash in White,Physical,usa-order-line-item-feed-v5.0.0-202512,4196eb3f-389f-4271-b02e-8404df7cb967,1.0
SA134771901,7324917653,RM80F22WEWAA,Delivered,Delivered,refrigerators,home-appliances,Bespoke 22 cu. ft. Counter Depth 4-Door French Door Refrigerator with Zero Clearance Fit & Food Showcase Door in White Glass,Physical,usa-order-line-item-feed-v5.0.0-202512,846fea7d-e7f5-4f8b-acae-5aeb885173f3,1.0
SA067454111,7325146245,RF90F23AEWAA,Delivered,Delivered,refrigerators,home-appliances,Bespoke 23 cu. ft. Counter Depth 4-Door French Door Refrigerator with AI Family Hub™+ AI Vision Inside™ in White Glass,Physical,usa-order-line-item-feed-v5.0.0-202512,69c870fc-ba72-475c-aa43-7a0f12e7493f,1.0
SA054778260,7325129895,HA-INST-WAS00,Delivered,Delivered,washers,home-appliances,Install Washer,Installation,usa-order-line-item-feed-v5.0.0-202512,e8ee464e-a0ee-43c0-80cf-aec5a523bc00,1.0
SA337846830,7325701102,QN75QN70FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"75"" Class Neo QLED 4K QN70F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,70cfeffa-7866-4ff8-ad9a-83128876fa9d,1.0
SA057728460,7323819529,L-INST/A1-EQ55,Delivered,Delivered,television-home-theater-accessories,televisions-home-theater,Professional TV mounting,Installation,usa-order-line-item-feed-v5.0.0-202512,b9650be5-4d7b-442b-888e-14aeb9f61b93,1.0
SA159479083,7325863831,QN85QN1EFAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"85"" Class Neo QLED 4K QN1EF Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,a26c3f71-3626-4986-af27-e28061583906,1.0
SA561991004,7325863839,QN75Q7FAAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"75"" Class QLED Q7F 4K Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,366809be-40c7-49b6-822c-e05d8ea78983,1.0
SA051968786,7325340835,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,22b2592a-b0c2-4e97-9e83-369eb7977f03,1.0
SA059112451,7325340834,WD53DBA900HBA1,Delivered,Delivered,washers,home-appliances,5.3 cu. ft. Bespoke AI Laundry Ventless Heat Pump Dryer Combo™ All-in-One Ultra Capacity Washer with AI Home in Brushed Black,Physical,usa-order-line-item-feed-v5.0.0-202512,5a38983b-39bc-47b4-a92c-b7f1378b4303,1.0
SA360921206,7325701734,QN65S95FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class OLED S95F 4K Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,fcebaab0-913e-493e-aaed-2ee9933e3471,1.0
SA133747266,7325573609,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,24f8a6f9-e99b-45b6-ac3b-4748b6d1c885,1.0
SA559686516,7325769276,QN65S90FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class OLED S90F 4K Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,3a7db2cc-e634-459d-bb17-94808f5952bb,1.0
SA336998251,7325713459,NZ30K7880US/AA,Delivered,Delivered,cooktops-and-hoods,home-appliances,"30"" Smart Induction Cooktop in Stainless Steel",Physical,usa-order-line-item-feed-v5.0.0-202512,b34ca53f-b8e8-408c-b46a-70856247fc21,1.0
SA561898611,7325645594,RF32CG5400SRAA,Delivered,Delivered,refrigerators,home-appliances,31 cu. ft. Mega Capacity 3-Door French Door Refrigerator with Four Types of Ice in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202512,ea279135-2df4-43ab-b918-aaa4c06a2001,1.0
SA303922556,7325769274,QN65QN90FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class Neo QLED 4K QN90F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,93e94ac3-5d33-47f8-9583-16e2967b3ec9,1.0
SA063926560,7325124970,HA-HAUL-AWY,Delivered,Delivered,refrigerators,home-appliances,Haul away Old Appliance,Installation,usa-order-line-item-feed-v5.0.0-202512,4b3b09b4-1e6d-473c-a80d-3a46ea528322,1.0
SA330404006,7325721594,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,e4592ff1-a6ae-46d9-a4d3-9a4ccbea7005,1.0
SA038964331,7325403615,QN75QN1EFAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"75"" Class Neo QLED 4K QN1EF Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,830edd8e-5629-4555-b1e4-a4b701d75120,1.0
SA002168816,7324478264,LS55CG970NNXGO,Delivered,Delivered,monitors,computing,"55"" Odyssey Ark 2nd Gen. 4K UHD 165Hz 1ms(GtG) Quantum Mini-LED Curved Gaming Screen",Physical,usa-order-line-item-feed-v5.0.0-202512,c2386e1e-46ad-488a-9328-b5ea3c009e18,1.0
SA036868603,7325373567,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,30987a6f-260f-468f-a80f-f3c52c86e23c,1.0
SA355636450,7326032424,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,de4f6908-e82f-4f96-a308-20a382e531b8,1.0
SA557808001,7325459431,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,957ceeea-a80f-4faf-b726-77f8b22c5e86,1.0
SA063230650,7325943043,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,1601c5e2-cc05-42a6-8912-58198cf33662,1.0
SA358099046,7325943038,QN85QN90FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"85"" Class Neo QLED 4K QN90F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,4d149045-663b-4b19-b2bf-994f8f96b210,1.0
SA358099046,7325943038,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,ba66c8aa-000d-4ecd-90a0-a405e6c82716,1.0
SA566283460,7325340793,RF29DB960012AA,Delivered,Delivered,refrigerators,home-appliances,Bespoke 29 cu. ft. 4-Door Flex™ Refrigerator with Beverage Center™ & Customizable Door Panels in White Glass,Physical,usa-order-line-item-feed-v5.0.0-202512,3dfef0bc-9658-4808-a068-aafd061fb463,1.0
SA302663455,7325863855,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,df62986d-c037-4d19-8d2d-e4baf6e02652,1.0
SA337418110,7325190007,RF29BB8600QLAA,Delivered,Delivered,refrigerators,home-appliances,Bespoke 29 cu. ft. 4-Door French Door Smart Refrigerator with Beverage Center™ in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202512,d8c52c78-aeae-4ba0-96a1-5691b29da103,1.0
SA353373301,7325701089,L-INST/A1-EQ55,Delivered,PartiallyDelivered,television-home-theater-accessories,televisions-home-theater,Professional TV mounting,Installation,usa-order-line-item-feed-v5.0.0-202512,67099399-bc1d-4349-90e9-32a1e2d00274,1.0
SA309750116,7323150232,QN75LS03FWFXZA,Delivered,PartiallyDelivered,tvs,televisions-home-theater,"75"" Class The Frame Pro LS03FW Neo QLED 4K Art Mode Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,438fd5ef-4fe3-46d8-9d89-321253315dfc,1.0
SA502438091,7325573655,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,0dc6f421-ac0e-4733-bd62-25c5981a2d14,1.0
SA055962600,7326028940,L-INST/A1-EQ55,Delivered,Delivered,television-home-theater-accessories,televisions-home-theater,Professional TV mounting,Installation,usa-order-line-item-feed-v5.0.0-202512,6ef9944d-f52c-413e-9fce-dae5f6291497,1.0
SA055962600,7326028940,QN65LS03FWFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class The Frame Pro LS03FW Neo QLED 4K Art Mode Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,52981611-20ac-406a-afc2-612f6e13a5d9,1.0
SA334285661,7326032399,QN55QEF1AFXZA,Delivered,Delivered,tvs,televisions-home-theater,"55"" Class QLED QEF1 4K Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,dce2b360-3918-42f8-9a49-2b6f2346ab52,1.0
SA130886436,7325573657,HA-INST-BESPOKE00,Delivered,Delivered,refrigerators,home-appliances,Install Bespoke Refrigerator,Installation,usa-order-line-item-feed-v5.0.0-202512,3a04b2aa-6dc1-4175-a341-5f0d44f19a50,1.0
SA130886436,7325573657,RF90F29AECRAA,Delivered,Delivered,refrigerators,home-appliances,Bespoke 29 cu. ft. 4-Door French Door Refrigerator with AI Family Hub™+ & AI Vision Inside™ in Charcoal Glass and Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202512,fb732383-57d1-4f4f-9311-eb024db283b9,1.0
SA165379880,7326028943,QN55QN70FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"55"" Class Neo QLED 4K QN70F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,37917fdc-4cd4-4f13-814f-29c5ddecd83f,1.0
SA165379880,7326028943,QN65QN70FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class Neo QLED 4K QN70F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,3f2b1e6e-0950-41ec-a3df-7337249d4c24,1.0
SA165379880,7326028934,QN75QN70FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"75"" Class Neo QLED 4K QN70F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,ed309511-2f11-4dd5-af97-4acef5a14756,1.0
SA359897053,7325573684,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,a5336aba-2af8-4624-a02a-fc2a3432087b,1.0
SA362616637,7325573663,HA-INST-BESPOKE00,Delivered,Delivered,refrigerators,home-appliances,Install Bespoke Refrigerator,Installation,usa-order-line-item-feed-v5.0.0-202512,3513dc30-d36b-466a-af07-1a97b0d65817,1.0
SA352105190,7325573659,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,30d003d3-edf2-4dd1-a97a-0675bed504e3,1.0
SA055203656,7325864601,QN65QEF1AFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class QLED QEF1 4K Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,504e6503-8e66-4eb7-b825-007cdbfcd9c9,1.0
SA150914010,7325863847,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,441ec9ed-72d7-463d-a6e6-ef3dba73557b,1.0
SA107318703,7325769267,QN65QN90FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class Neo QLED 4K QN90F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,77ce9c46-3586-492b-b02b-9617d706d8fc,1.0
SA065165063,7325938773,RF29DB9900QDAA,Delivered,Delivered,refrigerators,home-appliances,Bespoke 4-Door Flex™ Refrigerator (29 cu. ft.) with AI Family Hub™+ and AI Vision Inside™ in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202512,4283ec81-a451-463f-b308-fbac615f25ab,1.0
SA366248103,7326032404,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,c9066632-dbdb-47c5-b0af-a0c5bf32ba9c,1.0
SA032011486,7326028962,L-INST/A1-EQ55,Delivered,Delivered,television-home-theater-accessories,televisions-home-theater,Professional TV mounting,Installation,usa-order-line-item-feed-v5.0.0-202512,f3d6c213-a643-4830-964d-89e1b0eb9052,1.0
SA032011486,7326028962,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,dbc50121-6a70-43b8-9880-d8f40c28397c,1.0
SA168130550,7325701720,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,91e112f3-38f5-4564-a84b-4eb9ad91b109,1.0
SA150468781,7325958226,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,ec058ca9-a974-4642-9b6b-4710d4c92380,1.0
SA000580903,7321631999,L-INST/A1-EQ55,Delivered,Delivered,television-home-theater-accessories,televisions-home-theater,Professional TV mounting,Installation,usa-order-line-item-feed-v5.0.0-202511,bb766ee8-7197-415e-977d-7927c6525b7c,1.0
SA057460080,7317911955,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202511,99d6dbbf-72e1-491e-a991-fd9bf5d33d75,1.0
SA158843033,7320396911,NV51CG700DMTAA,Delivered,Delivered,wall-ovens,home-appliances," Bespoke 30"" Matte Black Steel Double Wall Oven with AI Pro Cooking™ Camera",Physical,usa-order-line-item-feed-v5.0.0-202511,4e845d3d-f8e0-4526-8cab-c46da545a563,1.0
SA505904470,7320100842,NSG6DG8100SRAA,Delivered,Delivered,ranges,home-appliances,Bespoke 6.0 cu. ft. Smart Slide-In Gas Range with Precision Knobs in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202511,177b45da-551e-4275-a091-7ff8155ede5a,1.0
SA304313516,7324311347,QN75QN70FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"75"" Class Neo QLED 4K QN70F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202511,f1226583-e4fc-4047-9406-883c675b10e5,1.0
SA032501771,7320261552,DM_CE_STANDARD_LARGE,Delivered,PartiallyDelivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202511,494c424e-1a72-46a6-8394-b17395f388e7,1.0
SA330704840,7325647300,DW80CG5450SRAA,ReplacementDelivered,Delivered,dishwashers,home-appliances,AutoRelease Smart 46dBA Dishwasher with StormWash™ in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202511,0a627028-1e63-4827-b8bb-46c93e11479a,1.0
SA509007616,7321460510,NX60A6511SS/AA,Delivered,Delivered,ranges,home-appliances,6.0 cu. ft. Smart Freestanding Gas Range with No-Preheat Air Fry & Convection in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202511,729f254e-b6a8-4954-b593-68bf676bf648,1.0
SA062988103,7322476376,RF23DB990012AA,Delivered,Delivered,refrigerators,home-appliances,Bespoke Counter Depth 4-Door Flex™ Refrigerator (23 cu. ft.) with AI Family Hub™+ and AI Vision Inside™ in White Glass,Physical,usa-order-line-item-feed-v5.0.0-202511,cc318277-b35d-43e3-aa6f-e2a6040c1963,1.0
